document,file,line,kind,numbers,numeric_matches,text
report_v2/article/article.tex,report_v2/article/article.tex,110,scientific prose/table/caption,48,"{""48"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/degradation/degradation_best_fits.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/fold_metrics.csv | main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/terminal_fold_predictions.csv""]}","The independent structural sample size is 48, despite the dense photographic record. Campaign exclusion uses only two campaign-level combinations and is not a representative sample of future deployments. Within-mesh test sets are small and have restricted response variation. The image descriptors are only some of the possible representations, and the literature review is focused rather than exhaustive."
report_v2/article/article.tex,report_v2/article/article.tex,122,scientific prose/table/caption,16 | 2026,"{""16"": [""main_4/outputs/data/master_table.csv""]}","This manuscript is \draftversion\ of a report rebuild dated 16 September 2026. Primary results come from saved terminal-load predictions and feature-family summaries. The companion thesis appendix and the report's verification log provide exact paths, source hashes, figure provenance, and commands. No original experimental data, frozen report text, or historical trained models are overwritten by the rebuild."
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/thesis.tex,31,typographic/notation,.3,"{"".3"": [""main_4/outputs/models/hidden_damage/best_models.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/leave_one_campaign_out/feature_set_comparison.csv""]}",\pagestyle{fancy}\fancyhf{}\fancyhead[L]{\small\nouppercase{\leftmark}}\fancyfoot[C]{\thepage}\renewcommand{\headrulewidth}{.3pt}
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/thesis.tex,44,typographic/notation,16 | 2026,"{""16"": [""main_4/outputs/data/master_table.csv""]}",{\draftversion\quad |\quad 16 September 2026\par}\vspace{8mm}
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/00_abstract.tex,3,scientific prose/table/caption,48 | 791,"{""48"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/degradation/degradation_best_fits.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/fold_metrics.csv | main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/terminal_fold_predictions.csv""], ""791"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv""]}","Photographs can reveal visible corrosion without establishing either internal damage or remaining service life. This technical activity examines that distinction in ferrocement using a predecessor dataset of 48 specimens from two experimental campaigns. The current aligned basis contains 791 readable photographic observations, but wire-area loss and ultimate load are each measured only once per specimen, at terminal testing. Campaign identity is aligned with mesh configuration, chloride concentration, and terminal exposure duration."
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/00_abstract.tex,5,scientific prose/table/caption,0.9996,"{""0.9996"": [""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv""]}","Saved experiments are synthesized by scientific question and independently checked through their tables, predictions, and split manifests. Classical colour features, frozen residual-network embeddings, and interpretable image descriptors support visible-corrosion estimation under specimen-grouped evaluation. Some strong results are label-adjacent: total-rust coverage and a rust-area feature have Spearman correlation 0.9996. This limits their interpretation as independent predictive discovery."
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/00_abstract.tex,7,scientific prose/table/caption,0.173 | 0.046 | 48 | 2,"{""0.173"": [""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_post_onset/grouped_cv/selected_best_model_per_feature_set.csv"", ""main_4/outputs/ultimate_load_refocus/residual_refinement/model_comparison.csv | main_4/outputs/ultimate_load_refocus/residual_refinement/best_model.csv"", ""report_v2/evidence/paired_diagnostics.json"", ""report_v2/tables/paired_specimen_errors.csv""], ""0.046"": [""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/leave_one_campaign_out/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_post_onset/grouped_cv/selected_best_model_per_feature_set.csv"", ""report_v2/tables/loco_capacity.csv""], ""48"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/degradation/degradation_best_fits.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/fold_metrics.csv | main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/terminal_fold_predictions.csv""], ""2"": [""main/reports/current_corrosion_metrics.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv""]}","The focused terminal-load experiment compares image-only, metadata-only, and combined feature families. Scoring uses held-out terminal photographs, not a fixed early observation horizon. A metadata-only Ridge model has mean terminal-test MAE of 0.173\,kN, with fold standard deviation 0.046\,kN, across ten folds covering 48 specimens. Adding image descriptors does not establish a reliable pooled improvement. A post-onset sensitivity analysis has a limited gain in MAE for a combined configuration, without uniformly better ranking. Within each mesh family, every selected feature-set model has negative mean test $R^2$. Campaign exclusion is a severe extrapolation stress test, not an ordinary estimate of deployment performance."
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/03_dataset.tex,5,scientific prose/table/caption,791 | 48 | 792 | 15 | 18 | 16 | 0 | 36 | 25,"{""791"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv""], ""48"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/degradation/degradation_best_fits.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/fold_metrics.csv | main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/terminal_fold_predictions.csv""], ""792"": [""Data/Images_dataset.zip"", ""main_2/reports/predictions_best_model.csv"", ""main_4/outputs/audit/verified_facts.json"", ""report_v2/evidence/paired_diagnostics.json""], ""15"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""report_v2/tables/interpretable_regime_winners.csv"", ""report_v2/tables/threshold_status.csv"", ""report_v2/tables/threshold_summary.csv""], ""18"": [""main_4/outputs/data/master_table.csv"", ""report_v2/tables/interpretable_regime_winners.csv""], ""16"": [""main_4/outputs/data/master_table.csv""], ""0"": [""Data/splits/train_manifest.csv | Data/splits/val_manifest.csv | Data/splits/test_manifest.csv"", ""main_2/reports/model_comparison.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv"", ""main_4/outputs/models/hidden_damage/best_models.csv""], ""36"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/leave_one_campaign_out/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_post_onset/grouped_cv/selected_best_model_per_feature_set.csv""], ""25"": [""main_4/outputs/data/master_table.csv""]}","The current aligned dataset contains 791 photographic observations from 48 physical specimens. The raw archive contains 792 PNG files; one is unreadable. Independent archive verification reproduced the saved readability audit. Specimens have 15--18 retained observations, with a median of 16, across an overall range of weeks 0--36. These observations span 25 distinct week values, reflecting the combined schedules rather than a common uniformly sampled sequence."
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/03_dataset.tex,9,scientific prose/table/caption,791 | 48,"{""791"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv""], ""48"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/degradation/degradation_best_fits.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/fold_metrics.csv | main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/terminal_fold_predictions.csv""]}","\fig{dataset_supervision}{.88}{Dataset and supervision structure on the current aligned basis. There are 791 readable photographs across 48 specimens. Visible total-rust and peak-rust labels accompany repeated observations; wire-area loss and ultimate load are each measured once per specimen at terminal testing. Arrows summarize acquisition and label availability, not a causal model. Counts are reproduced from the saved aligned table.}{fig:supervision}"
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/03_dataset.tex,12,scientific prose/table/caption,24,"{""24"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""report_v2/tables/campaign_design.csv"", ""report_v2/tables/correlations_recomputed.csv""]}","There are two campaigns with 24 specimens each. Table~\ref{tab:design} records the observed combinations of the main design and exposure variables. Treatment protocols vary within campaigns, so these are two campaign-level combinations of selected factors, not two identical sets of specimens."
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/03_dataset.tex,14,scientific prose/table/caption,48,"{""48"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/degradation/degradation_best_fits.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/fold_metrics.csv | main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/terminal_fold_predictions.csv""]}","\caption[Observed campaign design combinations]{Observed campaign-level design combinations for all 48 specimens. Mesh count, chloride concentration, and terminal exposure do not vary independently across campaigns. Exposure days here are derived from the recorded terminal week; they are not a claim about failure time.}\label{tab:design}"
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/03_dataset.tex,17,typographic/notation,1 | 24 | 7 | 3.5 | 28 | 196,"{""1"": [""Data/splits/train_manifest.csv | Data/splits/val_manifest.csv | Data/splits/test_manifest.csv"", ""main/reports/current_corrosion_metrics.csv"", ""main_2/reports/model_comparison.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv""], ""24"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""report_v2/tables/campaign_design.csv"", ""report_v2/tables/correlations_recomputed.csv""], ""7"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/leave_one_campaign_out/feature_set_comparison.csv"", ""report_v2/tables/campaign_design.csv"", ""report_v2/tables/interpretable_regime_winners.csv"", ""report_v2/tables/loco_capacity.csv""], ""3.5"": [""main_4/outputs/data/master_table.csv"", ""report_v2/tables/campaign_design.csv""], ""28"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/ultimate_load_refocus/residual_refinement/model_comparison.csv | main_4/outputs/ultimate_load_refocus/residual_refinement/best_model.csv"", ""report_v2/tables/campaign_design.csv""], ""196"": [""main_4/outputs/data/master_table.csv"", ""report_v2/tables/campaign_design.csv""]}",1 & 24 & 7 & 3.5 & 28 (196)\\
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/03_dataset.tex,18,typographic/notation,2 | 24 | 4 | 5.0 | 36 | 252,"{""2"": [""main/reports/current_corrosion_metrics.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv""], ""24"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""report_v2/tables/campaign_design.csv"", ""report_v2/tables/correlations_recomputed.csv""], ""4"": [""Data/splits/train_manifest.csv | Data/splits/val_manifest.csv | Data/splits/test_manifest.csv"", ""main/reports/current_corrosion_metrics.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""report_v2/evidence/paired_diagnostics.json""], ""5.0"": [""Data/splits/train_manifest.csv | Data/splits/val_manifest.csv | Data/splits/test_manifest.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""report_v2/evidence/paired_diagnostics.json"", ""report_v2/tables/campaign_design.csv""], ""36"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/leave_one_campaign_out/feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_post_onset/grouped_cv/selected_best_model_per_feature_set.csv""], ""252"": [""main_4/outputs/data/master_table.csv"", ""report_v2/tables/campaign_design.csv""]}",2 & 24 & 4 & 5.0 & 36 (252)\\\bottomrule
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/03_dataset.tex,26,scientific prose/table/caption,100,{},\textbf{Wire-area loss} is a terminal cross-sectional measurement reported as a fraction in the current aligned table. The workbook's percentage-like column name is misleading: multiplying the stored fraction by 100 produces percent. Comparisons with an earlier representation that uses percentage units require this conversion. MAE of a fraction and MAE in percentage points must not be placed on the same numerical scale without it.
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/03_dataset.tex,31,scientific prose/table/caption,48,"{""48"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/degradation/degradation_best_fits.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/fold_metrics.csv | main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/terminal_fold_predictions.csv""]}","All retained image observations have the visible targets, whereas only 48 rows carry each measured structural endpoint. These structural rows coincide with the terminal observation for each specimen. There is no observed service-life endpoint, longitudinal structural trajectory, or time-to-failure supervision."
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/03_dataset.tex,36,scientific prose/table/caption,792,"{""792"": [""Data/Images_dataset.zip"", ""main_2/reports/predictions_best_model.csv"", ""main_4/outputs/audit/verified_facts.json"", ""report_v2/evidence/paired_diagnostics.json""]}","Earlier modelling generations retained a 792-row basis and used fallback or imputed image features for the unreadable image. The current basis excludes that observation. Historical categorical schemas also differ: an earlier interpretable phase uses five categories, while the current total-rust schema has four. Consequently, historical classification metrics are not transferable to the current branch."
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/03_dataset.tex,38,scientific prose/table/caption,658 | 99 | 20 | 14 | 1 | 4,"{""658"": [""main_4/outputs/data/master_table.csv""], ""99"": [""main_4/outputs/data/master_table.csv""], ""20"": [""main_4/outputs/data/master_table.csv"", ""report_v2/tables/split_checks.csv""], ""14"": [""main_4/outputs/data/master_table.csv""], ""1"": [""Data/splits/train_manifest.csv | Data/splits/val_manifest.csv | Data/splits/test_manifest.csv"", ""main/reports/current_corrosion_metrics.csv"", ""main_2/reports/model_comparison.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv""], ""4"": [""Data/splits/train_manifest.csv | Data/splits/val_manifest.csv | Data/splits/test_manifest.csv"", ""main/reports/current_corrosion_metrics.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""report_v2/evidence/paired_diagnostics.json""]}","The current total-rust class counts are 658, 99, 20, and 14 for classes 1--4. This imbalance remains a design consideration even after uniform augmentation: generating the same number of transformed copies per original does not increase the number of independent specimens or equalize class frequencies. Chapter~\ref{ch:status} reports the actual retained split inventory."
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/04_methods.tex,38,scientific prose/table/caption,18,"{""18"": [""main_4/outputs/data/master_table.csv"", ""report_v2/tables/interpretable_regime_winners.csv""]}",The earliest exploratory scripts demonstrate a workflow but supply no held-out benchmark used here. The classical benchmark uses colour statistics and threshold-derived mask descriptors with regression models. The deep representation uses a frozen ResNet-18 encoder and a learned regression head; its two configurations are image-only and image plus metadata. It has no metadata-only baseline.
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/04_methods.tex,45,scientific prose/table/caption,48,"{""48"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/degradation/degradation_best_fits.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/fold_metrics.csv | main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/terminal_fold_predictions.csv""]}","The pooled load experiment uses two repetitions of five specimen folds, covering all 48 specimens in each repetition. Each held-out fold contains nine or ten terminal specimens. Training uses all retained image rows belonging to training specimens, while metrics use the terminal observations of test specimens. The resulting image-row objective weights specimens in proportion to the number of retained photographs unless explicitly corrected; the saved primary workflow does not apply such correction."
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/04_methods.tex,49,scientific prose/table/caption,24 | 0.5 | 43,"{""24"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""report_v2/tables/campaign_design.csv"", ""report_v2/tables/correlations_recomputed.csv""], ""0.5"": [""main_2/reports/model_comparison.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/feature_set_comparison.csv""], ""43"": [""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_post_onset/grouped_cv/selected_best_model_per_feature_set.csv"", ""report_v2/tables/post_onset_capacity.csv"", ""report_v2/tables/threshold_status.csv"", ""report_v2/tables/threshold_summary.csv""]}","Two sensitivity analyses constrain the pooled interpretation. The first repeats the comparison within each mesh family, leaving 24 independent structural specimens per family and only four or five terminal test specimens per fold. The second retains observations at and after a specimen's first recorded total-rust value of at least 0.5\%, leaving 43 specimens with eligible terminal observations and eight or nine terminal test specimens per fold. The threshold is a pragmatic sensitivity cutoff. The code retains all later observations once onset occurs; it does not require each later value to remain above the cutoff."
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/04_methods.tex,56,scientific prose/table/caption,1,"{""1"": [""Data/splits/train_manifest.csv | Data/splits/val_manifest.csv | Data/splits/test_manifest.csv"", ""main/reports/current_corrosion_metrics.csv"", ""main_2/reports/model_comparison.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv""]}","\operatorname{MAE}=\frac{1}{n}\sum_j |e_j|,\qquad"
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/04_methods.tex,57,typographic/notation,1 | 2,"{""1"": [""Data/splits/train_manifest.csv | Data/splits/val_manifest.csv | Data/splits/test_manifest.csv"", ""main/reports/current_corrosion_metrics.csv"", ""main_2/reports/model_comparison.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv""], ""2"": [""main/reports/current_corrosion_metrics.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv""]}",\operatorname{RMSE}=\sqrt{\frac{1}{n}\sum_j e_j^2}.
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/04_methods.tex,61,scientific prose/table/caption,2 | 1 | 2 | 2,"{""2"": [""main/reports/current_corrosion_metrics.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv""], ""1"": [""Data/splits/train_manifest.csv | Data/splits/val_manifest.csv | Data/splits/test_manifest.csv"", ""main/reports/current_corrosion_metrics.csv"", ""main_2/reports/model_comparison.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv""]}",R^2=1-\frac{\sum_j e_j^2}{\sum_j(y_j-\bar y_{\rm test})^2}.
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/04_methods.tex,63,scientific prose/table/caption,2 | 2,"{""2"": [""main/reports/current_corrosion_metrics.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv""]}","Negative test $R^2$ means squared error exceeds the test-set-mean reference for that fold. That reference is a score definition, not a fitted deployable baseline. In small, narrow-range subgroups its denominator can be small, making fold $R^2$ unstable. Spearman correlation $\rho$ evaluates rank agreement and supplies complementary information, but is also variable in small folds."
report_v2/thesis/v2/thesis.tex,report_v2/thesis/v2/chapters/05_surface_results.tex,5,scientific prose/table/caption,2,"{""2"": [""main/reports/current_corrosion_metrics.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv""]}","The classical threshold-feature benchmark, frozen image embedding, and interpretable multi-family representation all give positive grouped-test $R^2$ for peak-rust estimation. Table~\ref{tab:surfacehistory} reports selected saved results with their own evaluation contexts. The rows are not an ordered competition: they differ in representation, fitting procedure, and selection."
